ANNEALING SCHEDULE FOR ACRYLIC WINDOWS,,,,,,,,,,,,,,,,,,,,
Table 15.3 Part B Typical heating times for elevated temperature annealing of acrylic windows,,,,,,,,,,,,,,,,,,,,
,,,,"Hold times, hr, for acrylic placed in a forced-circulation air oven maintained at the set temperature within ± 5°F (2.8°C)",,,,,,,,,,,,,,,,
,,,,Maximum oven heating rate °F/hr (°C/hr),,,,,,,,,,,,,,,,
,,,,230°F (max) (110°C), 212°F (min) (100°C), 195°F (min) (90°C), 185 (min) (85°C),,,,,,,,,,,,,
